***Scan Config Information***,,,,,,,***Reference Scan Information***,,,,,,,,
Scan Config Name:,Column 1,,,,,,Scan Config Name:,Local New Reference,,,,,,,
Scan Config Type:,Slew,Num Section:,1,,,,Scan Config Type:,Slew,Num Section:,1,,,,,
Section Config Type:,Column,,,,,,Section Config Type:,Column,,,,,,,
Start Wavelength (nm):,900,,,,,,Start Wavelength (nm):,900,,,,,,,
End Wavelength (nm):,1700,,,,,,End Wavelength (nm):,1700,,,,,,,
Pattern Width (nm):,7.03,,,,,,Pattern Width (nm):,7.03,,,,,,,
Exposure (ms):,0.635,,,,,,Exposure (ms):,0.635,,,,,,,
Digital Resolution:,228,,,,,,Digital Resolution:,228,,,,,,,
Num Repeats:,3,,,,,,Num Repeats:,3,,,,,,,
PGA Gain:,64,(FixedPGA),,,,,PGA Gain:,64,(AutoPGA),,,,,,
System Temp (C):,34.61,,,,,,System Temp (C):,29.46,,,,,,,
Humidity (%):,35.06,,,,,,Humidity (%):,52.02,,,,,,,
Lamp Indicator:,1148,,,,,,Lamp Indicator:,1099,,,,,,,
Data Date-Time:,2025/08/09T14:48:47,,,,,,Data Date-Time:,2025/08/09T13:22:04,,,,,,,
Total Measurement Time in sec:,2.4194072,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
***General Information***,,,,,,,***Calibration Coefficients***,,,,,,,,
Model Name:,NIR-R210,,,,,,Shift Vector Coefficients:,-5.72686255341989,0.0566949379947153,-0.000136804211203387,,,,,
Serial Number:,734R012,(N/A),,,,,Pixel to Wavelength Coefficients:,1812.09528251196,-0.912948081806683,-0.000238884275033469,,,,,
GUI Version:,3.9.8,Revision:,830,,,,Versions (Cal/Ref/Cfg):,1,3,1,,,,,
TIVA Version:,2.4.10,,,,,,***Lamp Usage ***,,,,,,,,
DLPC Version:,2.0.0,,,,,,Total Time(hh:mm:ss):,N/A,,,,,,,
UUID:,D6:65:30:51:9A:41:0D:28,,,,,,***Device/Error/Activation Status***,,,,,,,,
Main Board Version:,D,,,,,,Device Status:,0x00000001,Activation Status:,Not activated,,,,,
Detector Board Version:,B,,,,,,Error status:,0x00000000,Error Code:,0x00000000000000000000000000000000,,,,,
,,,,,,,,,Error Details:,Not found,,,,,
***Scan Data***,,,,,,,,,,,,,,,
Num Scan:,3

Wavelength (nm),Absorbance (AU),Reference Signal (unitless),Sample Signal (unitless)
900.894453969064,0.495378433457897,61165,19549
904.808608847648,0.474596578889781,71524,23980.3333333333
910.020793259393,0.490249353232315,81743,26436.3333333333
913.924914998427,0.490628312492161,88693,28659
917.82473682051,0.492132057507623,96017,30918.3333333333
921.720258725642,0.498647231547916,105300,33402.6666666667
925.611480713823,0.497722185294365,115956,36861.3333333333
929.498402785054,0.496408757647323,129721,41362
933.381024939334,0.500848122433169,145333,45868.6666666667
937.259347176664,0.500832750531943,161102,50847.3333333333
941.133369497043,0.493965478444706,176880,56717
945.003091900472,0.492307267936733,190875,61438.6666666667
948.86851438695,0.493760739976991,204873,65724
954.015722275886,0.49249569453431,222646,71634
957.871111622812,0.4932240173353,236435,75943
961.722201052788,0.494170076978021,250209,80192.3333333333
965.568990565813,0.498774877883397,265026,84045.3333333333
969.411480161888,0.499942623288113,277918,87897
973.249669841012,0.501299669860766,291257,91828.3333333333
977.083559603186,0.504575023862968,304760,95363.6666666667
980.913149448408,0.506801737285731,316097,98405.3333333333
984.738439376681,0.508741911962813,326323,101136
988.559429388003,0.508747964618197,334592,103697.333333333
993.64739397673,0.512744367382133,344807,105884.333333333
997.458350848501,0.515238265796383,349688,106768.333333333
1001.26500780332,0.514072865413723,353644,108266.333333333
1005.06736484119,0.5138078659177,357116,109396
1008.86542196211,0.516142399168047,359485,109531.333333333
1012.65917916608,0.517061795523598,360943,109743
1016.44863645309,0.518145874329097,363031,110102.666666667
1020.23379382316,0.520165483068605,363948,109868.666666667
1024.01465127628,0.518614214891901,364282,110363
1027.79120881244,0.518233579186877,365769,110910.666666667
1032.81993010096,0.520304283712045,367653,110951.666666667
1036.58645449757,0.51866990126827,369308,111871.333333333
1040.34867897724,0.518336056514284,370049,112182
1044.10660353995,0.519541557964446,372221,112527.666666667
1047.86022818571,0.520304599130502,373567,112736.333333333
1051.60955291452,0.518403703941123,375404,113787.666666667
1055.35457772639,0.518386194527984,377310,114370
1059.0953026213,0.518022820295453,379148,115023.333333333
1062.83172759926,0.519233198049317,381319,115360
1066.56385266027,0.51650934079148,384184,116958
1071.53333064858,0.517299661929406,387908,117877
1075.25542257003,0.516843163833927,390607,118822
1078.97321457454,0.517979077212293,393646,119433.666666667
1082.6867066621,0.51781839274643,396671,120396
1086.3958988327,0.516542607310001,399870,121724
1090.10079108636,0.517350386416472,402904,122419.666666667
1093.80138342306,0.517167124820962,405606,123292.666666667
1097.49767584282,0.517294983846923,407871,123944.666666667
1101.18966834562,0.519457597926257,411381,124390.333333333
1104.87736093148,0.518808488419722,413721,125285
1108.56075360038,0.518550215095315,415453,125884.333333333
1113.46525506588,0.520474114693451,418471,126238.333333333
1117.13861459523,0.520839849314336,419674,126494.666666667
1120.80767420763,0.522510499424601,421639,126599
1124.47243390308,0.524017614354641,423459,126705
1128.13289368158,0.526714369811523,424228,126149.333333333
1131.78905354313,0.530197363868233,426045,125677.666666667
1135.44091348773,0.53427636096396,426478,124629.333333333
1139.08847351537,0.539947679052813,427601,123336.333333333
1142.73173362607,0.546689897504118,428210,121609.333333333
1146.37069381982,0.55439546032466,430333,120063
1151.21595198511,0.562746980377752,431572,118115.333333333
1154.84487903931,0.571404630985266,433166,116211.666666667
1158.46950617655,0.581021509353788,435811,114360.666666667
1162.08983339684,0.58798228092931,437511,112981.333333333
1165.70586070019,0.59701165139282,440470,111405
1169.31758808658,0.603993458847161,443261,110323
1172.92501555602,0.61003576833293,446330,109552
1176.52814310851,0.614030491012388,450024,109447.333333333
1180.12697074405,0.621707297222536,453937,108464.666666667
1183.72149846264,0.627370849503632,458109,108043.333333333
1188.50751332773,0.634664509234749,464689,107770
1192.09200790677,0.638881025365514,470015,107952
1195.67220256885,0.641136893116852,476072,108776.666666667
1199.24809731399,0.641702052217505,482088,110008
1202.81969214218,0.643783700752949,488677,110978.333333333
1206.38698705341,0.641746780230195,496329,113246
1209.9499820477,0.641241972195621,503908,115109
1213.50867712503,0.63884206126736,511433,117475.333333333
1217.06307228542,0.632059173054069,519363,121174.666666667
1220.61316752885,0.626591411142784,528308,124823.333333333
1224.15896285534,0.618255374380857,536018,129099.333333333
1228.88000119761,0.608086595481488,547278,134934
1232.41576338454,0.602664887730278,557050,139068.666666667
1235.94722565453,0.597920192118883,566065,142871.666666667
1239.47438800756,0.594213460869435,575725,146555.333333333
1242.99725044364,0.591059329232315,584235,149805.666666667
1246.51581296276,0.588701361437457,594054,153152.666666667
1250.03007556494,0.585696386537802,602549,156421.333333333
1253.54003825017,0.58409320886131,612257,159529.333333333
1257.04570101845,0.582032478969512,621056,162591.666666667
1260.54706386978,0.581932825612092,630966,165224
1265.20885891184,0.581960902430446,643606,168523
1268.70018862362,0.582428634342622,652183,170585
1272.18721841844,0.582978757842942,661425,172783.333333333
1275.66994829632,0.582166906016472,669244,175153
1279.14837825724,0.583235918976984,677027,176754.333333333
1282.62250830122,0.583761581962315,683423,178208.333333333
1286.09233842824,0.582493768135171,689796,180396
1289.55786863831,0.582777268571894,695579,181789.666666667
1293.01909893143,0.581797598723263,699163,183139
1296.4760293076,0.58212290095311,703715,184193.333333333
1301.07858104946,0.582855165470463,709736,185456.333333333
1304.52547828608,0.584244078590464,713970,185967
1307.96807560575,0.585626536738837,717163,186205
1311.40637300847,0.586723202181052,719966,186461.333333333
1314.84037049424,0.587390799570296,722284,186774.333333333
1318.27006806305,0.588930857073511,725225,186871
1321.69546571492,0.591185463425223,727780,186558.333333333
1325.11656344983,0.596146093693379,730006,185003.666666667
1328.5333612678,0.598320588558008,732700,184759
1331.94585916881,0.60192418680565,734345,183643.666666667
1336.48916761047,0.608881450174683,736319,181211
1339.89163237193,0.613589806153476,737558,179558.666666667
1343.28979721644,0.620090594644597,738142,177031
1346.683662144,0.626081996873101,738619,174718.333333333
1350.07322715461,0.634423983406739,738629,171396.666666667
1353.45849224827,0.641249073307169,737833,168542.333333333
1356.83945742498,0.648200273683404,736434,165551.666666667
1360.21612268474,0.655804568698178,736474,162687
1363.58848802755,0.662526136530774,735327,159939
1366.95655345341,0.669351878932405,735097,157395.666666667
1370.32031896232,0.676294601354193,734900,154858
1374.79865088116,0.687143889882197,735706,151203
1378.15238325052,0.694958300551148,734943,148352.666666667
1381.50181570292,0.70416338612146,732762,144810.333333333
1384.84694823838,0.714312376746048,731846,141288.666666667
1388.18778085688,0.724488231742019,730676,137796
1391.52431355844,0.737599877782727,728938,133380
1394.85654634304,0.753020168554134,727102,128403
1398.18447921069,0.766090566292106,724362,124126.666666667
1401.50811216139,0.780620622682265,722247,119692
1404.82744519514,0.799480595767675,719566,114180
1409.24653381378,0.8239523986252,716272,107430
1412.55583370798,0.844323755298826,714694,102281.333333333
1415.86083368523,0.863687543258506,713042,97595
1419.16153374553,0.880201960686725,711262,93719
1422.45793388888,0.896116344825955,710137,90204
1425.75003411527,0.911393303810901,709598,87020
1429.03783442472,0.924735999622727,708041,84202
