***Scan Config Information***,,,,,,,***Reference Scan Information***,,,,,,,,
Scan Config Name:,Column 1,,,,,,Scan Config Name:,Local New Reference,,,,,,,
Scan Config Type:,Slew,Num Section:,1,,,,Scan Config Type:,Slew,Num Section:,1,,,,,
Section Config Type:,Column,,,,,,Section Config Type:,Column,,,,,,,
Start Wavelength (nm):,900,,,,,,Start Wavelength (nm):,900,,,,,,,
End Wavelength (nm):,1700,,,,,,End Wavelength (nm):,1700,,,,,,,
Pattern Width (nm):,7.03,,,,,,Pattern Width (nm):,7.03,,,,,,,
Exposure (ms):,0.635,,,,,,Exposure (ms):,0.635,,,,,,,
Digital Resolution:,228,,,,,,Digital Resolution:,228,,,,,,,
Num Repeats:,3,,,,,,Num Repeats:,3,,,,,,,
PGA Gain:,64,(FixedPGA),,,,,PGA Gain:,64,(AutoPGA),,,,,,
System Temp (C):,34.52,,,,,,System Temp (C):,29.46,,,,,,,
Humidity (%):,39.33,,,,,,Humidity (%):,52.02,,,,,,,
Lamp Indicator:,1147,,,,,,Lamp Indicator:,1099,,,,,,,
Data Date-Time:,2025/08/09T14:10:53,,,,,,Data Date-Time:,2025/08/09T13:22:04,,,,,,,
Total Measurement Time in sec:,2.4181522,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
***General Information***,,,,,,,***Calibration Coefficients***,,,,,,,,
Model Name:,NIR-R210,,,,,,Shift Vector Coefficients:,-5.72686255341989,0.0566949379947153,-0.000136804211203387,,,,,
Serial Number:,734R012,(N/A),,,,,Pixel to Wavelength Coefficients:,1812.09528251196,-0.912948081806683,-0.000238884275033469,,,,,
GUI Version:,3.9.8,Revision:,830,,,,Versions (Cal/Ref/Cfg):,1,3,1,,,,,
TIVA Version:,2.4.10,,,,,,***Lamp Usage ***,,,,,,,,
DLPC Version:,2.0.0,,,,,,Total Time(hh:mm:ss):,N/A,,,,,,,
UUID:,D6:65:30:51:9A:41:0D:28,,,,,,***Device/Error/Activation Status***,,,,,,,,
Main Board Version:,D,,,,,,Device Status:,0x00000001,Activation Status:,Not activated,,,,,
Detector Board Version:,B,,,,,,Error status:,0x00000000,Error Code:,0x00000000000000000000000000000000,,,,,
,,,,,,,,,Error Details:,Not found,,,,,
***Scan Data***,,,,,,,,,,,,,,,
Num Scan:,3

Wavelength (nm),Absorbance (AU),Reference Signal (unitless),Sample Signal (unitless)
900.894453969064,0.357375413846969,61165,26861.3333333333
904.808608847648,0.351246918988557,71524,31857
910.020793259393,0.353446174588728,81743,36224.6666666667
913.924914998427,0.352536441910888,88693,39387
917.82473682051,0.352724497364674,96017,42621
921.720258725642,0.35403002850782,105300,46601.3333333333
925.611480713823,0.353062627526661,115956,51431.6666666667
929.498402785054,0.355877547702121,129721,57165.3333333333
933.381024939334,0.357990791048597,145333,63734.3333333333
937.259347176664,0.354458311705777,161102,71226.6666666667
941.133369497043,0.353226048106325,176880,78424.6666666667
945.003091900472,0.348728757727739,190875,85510.6666666667
948.86851438695,0.347747255510494,204873,91989.3333333333
954.015722275886,0.345758641733342,222646,100428.333333333
957.871111622812,0.34616918188432,236435,106547.333333333
961.722201052788,0.346341761799869,250209,112709.666666667
965.568990565813,0.346058700560404,265026,119462
969.411480161888,0.345356010228087,277918,125476
973.249669841012,0.346479378820536,291257,131158.666666667
977.083559603186,0.348157681598862,304760,136710
980.913149448408,0.347610536025044,316097,141974.333333333
984.738439376681,0.347793261932351,326323,146505.666666667
988.559429388003,0.347377459160095,334592,150362
993.64739397673,0.347718155189646,344807,154831
997.458350848501,0.348112225750115,349688,156880.333333333
1001.26500780332,0.34626692084285,353644,159330.666666667
1005.06736484119,0.347076387324287,357116,160595.333333333
1008.86542196211,0.346197036504906,359485,161988.333333333
1012.65917916608,0.345298980822629,360943,162982
1016.44863645309,0.34672975744377,363031,163385.666666667
1020.23379382316,0.346404742333668,363948,163921
1024.01465127628,0.344577142694899,364282,164763.333333333
1027.79120881244,0.344366038081369,365769,165516.333333333
1032.81993010096,0.344551958459662,367653,166297.666666667
1036.58645449757,0.344206992377366,369308,167179
1040.34867897724,0.341475513005872,370049,168571.333333333
1044.10660353995,0.342190090150344,372221,169282
1047.86022818571,0.34214956484707,373567,169910
1051.60955291452,0.34034620820701,375404,171456
1055.35457772639,0.342227433585548,377310,171581.666666667
1059.0953026213,0.341145248212467,379148,172847.666666667
1062.83172759926,0.340869005695229,381319,173948
1066.56385266027,0.34089116001017,384184,175246
1071.53333064858,0.340471758178278,387908,177115.666666667
1075.25542257003,0.340144787010452,390607,178482.333333333
1078.97321457454,0.340096406746879,393646,179891
1082.6867066621,0.339403898306316,396671,181562.666666667
1086.3958988327,0.339321410645397,399870,183061.666666667
1090.10079108636,0.33910008043184,402904,184544.666666667
1093.80138342306,0.338435015293433,405606,186067
1097.49767584282,0.338043021938091,407871,187275
1101.18966834562,0.339216353287322,411381,188377
1104.87736093148,0.338679919169623,413721,189682.666666667
1108.56075360038,0.338059629523379,415453,190749
1113.46525506588,0.339780163099986,418471,191375
1117.13861459523,0.338862021912273,419674,192331.333333333
1120.80767420763,0.339504244800405,421639,192946.333333333
1124.47243390308,0.341050085595689,423459,193090.666666667
1128.13289368158,0.342571146892997,424228,192765
1131.78905354313,0.344742069594627,426045,192625.333333333
1135.44091348773,0.347045010962789,426478,191801.333333333
1139.08847351537,0.350537738721592,427601,190766
1142.73173362607,0.354380792343725,428210,189354.666666667
1146.37069381982,0.359899443773803,430333,187890.666666667
1151.21595198511,0.365151337560748,431572,186166.666666667
1154.84487903931,0.368847696458861,433166,185270.666666667
1158.46950617655,0.375212673615812,435811,183690
1162.08983339684,0.378162293655464,437511,183158.333333333
1165.70586070019,0.383692254285721,440470,182064
1169.31758808658,0.388780242183089,443261,181083.666666667
1172.92501555602,0.391973504977022,446330,181001.666666667
1176.52814310851,0.396871569003674,450024,180453
1180.12697074405,0.400515168826822,453937,180501.333333333
1183.72149846264,0.404579046869626,458109,180463.666666667
1188.50751332773,0.408040170648448,464689,181602.666666667
1192.09200790677,0.411016253581425,470015,182429.666666667
1195.67220256885,0.412234501689068,476072,184263
1199.24809731399,0.411759524143265,482088,186795.666666667
1202.81969214218,0.412799137527699,488677,188896
1206.38698705341,0.413204179396444,496329,191675
1209.9499820477,0.411718692409803,503908,195268.666666667
1213.50867712503,0.409979320734292,511433,198980
1217.06307228542,0.407863735256794,519363,203052
1220.61316752885,0.406516300598996,528308,207191
1224.15896285534,0.404331263586596,536018,211275
1228.88000119761,0.401370831147237,547278,217188.666666667
1232.41576338454,0.399176836564523,557050,222186.333333333
1235.94722565453,0.397609591898289,566065,226598.333333333
1239.47438800756,0.396180926415146,575725,231224.666666667
1242.99725044364,0.394298626059396,584235,235661.666666667
1246.51581296276,0.393564018057458,594054,240028
1250.03007556494,0.390900742526131,602549,244958
1253.54003825017,0.390684997164068,612257,249028.333333333
1257.04570101845,0.389728812917775,621056,253164
1260.54706386978,0.389144403426561,630966,257550
1265.20885891184,0.389060280010009,643606,262760.333333333
1268.70018862362,0.389429064814859,652183,266036
1272.18721841844,0.38941988134305,661425,269811.666666667
1275.66994829632,0.388450932911688,669244,273611
1279.14837825724,0.388191029041615,677027,276958.666666667
1282.62250830122,0.387754968066066,683423,279856
1286.09233842824,0.387923650816219,689796,282356
1289.55786863831,0.387049764383747,695579,285296.666666667
1293.01909893143,0.386179830717809,699163,287341.666666667
1296.4760293076,0.386379763817855,703715,289079.333333333
1301.07858104946,0.386776725807544,709736,291286.333333333
1304.52547828608,0.387495696380211,713970,292539.333333333
1307.96807560575,0.388259418948929,717163,293331.333333333
1311.40637300847,0.389022763961254,719966,293960.666666667
1314.84037049424,0.389946755197578,722284,294280.333333333
1318.27006806305,0.391628891314207,725225,294336.333333333
1321.69546571492,0.393521336025405,727780,294089
1325.11656344983,0.39538354574605,730006,293726.333333333
1328.5333612678,0.397945936029013,732700,293076
1331.94585916881,0.401425001934862,734345,291390.333333333
1336.48916761047,0.405979860692388,736319,289125.333333333
1339.89163237193,0.410692774275964,737558,286486
